cnpj;dt_abertura;matriz.empresaMatriz;cd_cnae_principal;de_cnae_principal;de_ramo_atividade;de_setor;endereco_cep;endereco_municipio;endereco_uf;endereco_regiao;endereco_mesorregiao;situacao_cadastral
5,20337E+13;1982-12-03;true;6821802;CORRETAGEM NO ALUGUEL DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;1304001;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,68511E+13;2020-04-02;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;25850000;PARAIBA DO SUL;RJ;SUDESTE;CENTRO FLUMINENSE;ATIVA
7,43674E+13;1994-02-01;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;2046090;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,25916E+13;2019-01-29;true;4724500;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS;VAREJO;COMERCIO;88750000;BRACO DO NORTE;SC;SUL;SUL CATARINENSE;ATIVA
3,21579E+13;2018-11-13;true;6911701;SERVICOS ADVOCATICIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;1411010;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,99427E+13;2018-03-15;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;36030480;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;ATIVA
3,85457E+13;2020-09-18;true;4321500;INSTALACAO E MANUTENCAO ELETRICA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;78450000;NOVA MUTUM;MT;CENTRO-OESTE;NORTE MATO GROSSENSE;ATIVA
4,39915E+13;2021-10-24;true;4755503;COMERCIO VAREJISTA DE ARTIGOS DE CAMA MESA E BANHO;VAREJO;COMERCIO;41385140;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,45403E+13;2021-11-09;true;6911701;SERVICOS ADVOCATICIOS DISPENSADA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;78410000;ALTO PARAGUAI;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
3,99336E+13;2020-11-27;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;89464060;CANOINHAS;SC;SUL;NORTE CATARINENSE;ATIVA
4,34727E+13;2021-09-10;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;29370970;CONCEICAO DO CASTELO;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;ATIVA
4,5549E+13;2022-03-07;true;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;12943160;ATIBAIA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
4,69928E+13;2022-07-01;true;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;74093250;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
3,79983E+13;2020-08-06;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;50830170;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;ATIVA
3,2665E+13;2020-09-09;false;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;25730735;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,71947E+13;2022-07-18;true;7319003;MARKETING DIRETO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;13400310;PIRACICABA;SP;SUDESTE;PIRACICABA;ATIVA
4,71957E+13;2022-07-18;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;60763015;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;ATIVA
4,2993E+13;2021-08-04;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;7955000;FRANCISCO MORATO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,09207E+13;2021-02-08;true;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;64500000;OEIRAS;PI;NORDESTE;SUDESTE PIAUIENSE;ATIVA
4,16793E+13;2021-04-23;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE DISPENSADA;VAREJO;COMERCIO;86165000;FLORESTOPOLIS;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
1,15401E+13;2009-12-01;true;1813001;IMPRESSAO DE MATERIAL PARA USO PUBLICITARIO;PAPEL E CELULOSE;INDUSTRIA;21211740;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
4,66767E+13;2022-06-06;true;9529199;REPARACAO E MANUTENCAO DE OUTROS OBJETOS E EQUIPAMENTOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;27525464;RESENDE;RJ;SUDESTE;SUL FLUMINENSE;ATIVA
2,57584E+12;1998-05-06;true;9430800;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;SERVICOS DIVERSOS;SERVICOS;18425970;TAQUARIVAI;SP;SUDESTE;ITAPETININGA;ATIVA
1,11397E+13;2009-09-15;true;1359600;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;TEXTEIS;INDUSTRIA;99250000;SERAFINA CORREA;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA
6,44481E+13;1991-03-27;false;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;34000168;NOVA LIMA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
9,53131E+12;2008-04-23;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;6321260;CARAPICUIBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
5,59318E+13;1986-06-13;true;4633801;COMERCIO ATACADISTA DE FRUTAS VERDURAS RAIZES TUBERCULOS HORTALICAS E LEGUMES FRESCOS;ATACADO;COMERCIO;14900000;ITAPOLIS;SP;SUDESTE;ARARAQUARA;ATIVA
4,02202E+13;2020-12-30;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;74543010;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
7,98622E+12;2006-04-28;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;86620000;GUARACI;PR;SUL;NORTE CENTRAL PARANAENSE;ATIVA
3,5728E+13;2019-12-06;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;44695000;CAPIM GROSSO;BA;NORDESTE;CENTRO NORTE BAIANO;ATIVA
3,774E+11;1995-01-05;true;8130300;ATIVIDADES PAISAGISTICAS;SERVICOS ADMINISTRATIVOS;SERVICOS;94190000;GRAVATAI;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
2,23394E+13;2015-04-28;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;13026515;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
5,39045E+12;2007-03-19;false;4110700;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;72320300;BRASILIA;DF;CENTRO-OESTE;DISTRITO FEDERAL;ATIVA
2,36507E+13;2015-11-12;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;85660000;DOIS VIZINHOS;PR;SUL;SUDOESTE PARANAENSE;ATIVA
3,40561E+13;2019-06-28;true;3321000;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;SERVICOS DIVERSOS;SERVICOS;14051030;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
4,0371E+13;2021-01-13;true;4772500;COMERCIO VAREJISTA DE COSMETICOS PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;VAREJO;COMERCIO;69036720;MANAUS;AM;NORTE;CENTRO AMAZONENSE;ATIVA
4,28196E+13;2021-07-22;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;40450590;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
2,23097E+13;2015-04-23;true;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;16400635;LINS;SP;SUDESTE;BAURU;ATIVA
3,79073E+13;2020-07-29;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;97032020;SANTA MARIA;RS;SUL;CENTRO OCIDENTAL RIO GRANDENSE;ATIVA
3,26379E+13;2018-11-14;true;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;SERVICOS DIVERSOS;SERVICOS;7161230;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,44825E+13;2019-08-09;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;14080560;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
3,19277E+13;2018-11-03;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;57680970;BOCA DA MATA;AL;NORDESTE;LESTE ALAGOANO;ATIVA
3,19306E+13;2018-11-04;true;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;39640000;BERILO;MG;SUDESTE;JEQUITINHONHA;ATIVA
6,02518E+13;1990-03-29;true;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVICOS DIVERSOS;SERVICOS;18602091;BOTUCATU;SP;SUDESTE;BAURU;ATIVA
4,13586E+13;2021-03-25;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;78300000;TANGARA DA SERRA;MT;CENTRO-OESTE;SUDOESTE MATO GROSSENSE;ATIVA
4,15601E+13;2022-03-16;false;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;89650000;TREZE TILIAS;SC;SUL;OESTE CATARINENSE;ATIVA
3,08386E+13;2018-07-03;true;4751201;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;VAREJO;COMERCIO;56850000;FLORES;PE;NORDESTE;SERTAO PERNAMBUCANO;ATIVA
3,74507E+12;2000-04-04;true;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;83260000;MATINHOS;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
1,86587E+13;2011-04-19;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;80620100;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
2,02015E+13;2014-05-07;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;6756010;TABOAO DA SERRA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,36327E+13;2019-05-15;true;5812302;EDICAO DE JORNAIS NAO DIARIOS;TELECOM;SERVICOS;31150270;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
4,40603E+13;2021-10-28;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;58051593;JOAO PESSOA;PB;NORDESTE;MATA PARAIBANA;ATIVA
3,16217E+13;2018-09-27;true;6202300;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS;INDUSTRIA DIGITAL;SERVICOS;38401574;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
4,12924E+13;2021-03-20;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;6683480;ITAPEVI;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
4,79116E+13;2022-09-12;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;89266000;JARAGUA DO SUL;SC;SUL;NORTE CATARINENSE;ATIVA
3,59173E+13;2020-01-07;true;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;VAREJO;COMERCIO;74520070;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
4,3263E+13;2021-08-24;true;9001902;PRODUCAO MUSICAL;SERVICOS DIVERSOS;SERVICOS;42709190;LAURO DE FREITAS;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
2,20158E+13;2015-03-10;true;7729202;ALUGUEL DE MOVEIS UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL INSTRUMENTOS MUSICAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;59215000;NOVA CRUZ;RN;NORDESTE;AGRESTE POTIGUAR;ATIVA
3,71494E+13;2020-05-15;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;29450000;APIACA;ES;SUDESTE;SUL ESPIRITO SANTENSE;ATIVA
2,65742E+13;2016-11-21;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;2074002;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,2058E+13;2018-11-20;true;5611201;RESTAURANTES E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;8310100;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,1291E+13;2018-08-21;true;4930201;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS MUNICIPAL;TRANSPORTE;SERVICOS;78201038;CACERES;MT;CENTRO-OESTE;CENTRO SUL MATO GROSSENSE;ATIVA
3,85941E+13;2020-09-21;true;4923002;SERVICO DE TRANSPORTE DE PASSAGEIROS LOCACAO DE AUTOMOVEIS COM MOTORISTA;TRANSPORTE;SERVICOS;82630305;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
4,75951E+13;2022-08-16;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;89226030;JOINVILLE;SC;SUL;NORTE CATARINENSE;ATIVA
4,46627E+13;2021-12-22;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;13024180;CAMPINAS;SP;SUDESTE;CAMPINAS;ATIVA
3,46652E+13;2019-08-27;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;59575000;EXTREMOZ;RN;NORDESTE;LESTE POTIGUAR;ATIVA
4,74328E+13;2022-08-05;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;14010100;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
1,50192E+13;2016-11-18;false;9603304;SERVICOS DE FUNERARIAS;SERVICOS DIVERSOS;SERVICOS;36972000;MARTINS SOARES;MG;SUDESTE;ZONA DA MATA;ATIVA
9,59869E+12;2019-09-23;false;4744099;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;VAREJO;COMERCIO;32250000;CONTAGEM;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
3,44632E+13;2019-08-07;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;31110050;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;ATIVA
4,15452E+13;2021-04-12;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;20770240;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
8,39006E+12;2006-08-22;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;18045290;SOROCABA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;ATIVA
1,92544E+13;2013-11-14;true;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;15040050;SAO JOSE DO RIO PRETO;SP;SUDESTE;SAO JOSE DO RIO PRETO;ATIVA
3,94114E+13;2022-06-22;false;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;14500000;ITUVERAVA;SP;SUDESTE;RIBEIRAO PRETO;ATIVA
4,72581E+13;2022-07-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;39442010;JANAUBA;MG;SUDESTE;NORTE DE MINAS;ATIVA
2,51668E+13;2016-07-08;true;4330403;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;41412210;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
4,72332E+13;2022-07-21;true;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;SERVICOS ADMINISTRATIVOS;SERVICOS;93219070;SAPUCAIA DO SUL;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
1,03597E+13;2008-09-19;true;7311400;AGENCIAS DE PUBLICIDADE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;4829260;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,34608E+11;1994-12-06;true;4789002;COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS;VAREJO;COMERCIO;85930000;NOVA SANTA ROSA;PR;SUL;OESTE PARANAENSE;ATIVA
2,03659E+13;2014-06-02;true;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;96407030;BAGE;RS;SUL;SUDOESTE RIO GRANDENSE;ATIVA
3,21373E+13;2018-11-29;true;8020001;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;SERVICOS ADMINISTRATIVOS;SERVICOS;25255080;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,84908E+13;2020-09-16;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;93608210;ESTANCIA VELHA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
3,8491E+13;2020-09-16;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;89227015;JOINVILLE;SC;SUL;NORTE CATARINENSE;ATIVA
7,50899E+12;2005-07-13;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;93819032;SAPIRANGA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;ATIVA
3,28735E+13;2019-02-25;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;75680001;CALDAS NOVAS;GO;CENTRO-OESTE;SUL GOIANO;ATIVA
4,60332E+13;2022-04-14;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;57500000;SANTANA DO IPANEMA;AL;NORDESTE;SERTAO ALAGOANO;ATIVA
2,63858E+12;1998-07-20;true;2512800;FABRICACAO DE ESQUADRIAS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;38702088;PATOS DE MINAS;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
2,20045E+13;2015-03-09;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;4057000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,21587E+13;2018-12-03;true;5612100;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;26587060;MESQUITA;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
2,6883E+13;2017-01-17;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;5206020;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
3,63637E+13;2020-02-13;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;69055410;MANAUS;AM;NORTE;CENTRO AMAZONENSE;ATIVA
2,28505E+13;2015-06-26;true;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;VAREJO;COMERCIO;82820490;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;ATIVA
3,82619E+13;2020-08-28;true;4783102;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;VAREJO;COMERCIO;2055000;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
2,61874E+13;2016-09-17;true;2319200;FABRICACAO DE ARTIGOS DE VIDRO;QUIMICA-PETROQUIMICA;INDUSTRIA;97300818;SAO GABRIEL;RS;SUL;SUDOESTE RIO GRANDENSE;ATIVA
3,53416E+13;2019-10-29;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;84508899;IRATI;PR;SUL;SUDESTE PARANAENSE;ATIVA
3,38917E+13;2019-06-11;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;41830590;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;ATIVA
2,30574E+13;2015-08-13;true;5611204;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS SEM ENTRETENIMENTO;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;78690000;NOVA XAVANTINA;MT;CENTRO-OESTE;NORDESTE MATO GROSSENSE;ATIVA
3,51855E+13;2019-10-15;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;95059660;CAXIAS DO SUL;RS;SUL;NORDESTE RIO GRANDENSE;ATIVA
3,80321E+13;2020-08-10;true;4520001;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;75143315;ANAPOLIS;GO;CENTRO-OESTE;CENTRO GOIANO;ATIVA
1,85195E+13;2013-07-18;true;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL EXCETO IMOBILIARIOS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;20081000;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;ATIVA
3,24499E+13;2019-01-15;true;161099;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;44830000;PIRITIBA;BA;NORDESTE;CENTRO NORTE BAIANO;ATIVA
3,83582E+13;2020-09-05;true;4742300;COMERCIO VAREJISTA DE MATERIAL ELETRICO;VAREJO;COMERCIO;8555600;POA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;ATIVA
1,23615E+13;2010-08-10;true;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;38010130;UBERABA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
3,21522E+13;2018-11-30;true;4753900;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO;VAREJO;COMERCIO;75806600;JATAI;GO;CENTRO-OESTE;SUL GOIANO;ATIVA
1,01439E+13;2008-06-09;true;4541206;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA MOTOCICLETAS E MOTONETAS;VAREJO;COMERCIO;35334971;SAO SEBASTIAO DO ANTA;MG;SUDESTE;VALE DO RIO DOCE;ATIVA
2,71044E+13;2017-02-13;true;4743100;COMERCIO VAREJISTA DE VIDROS;VAREJO;COMERCIO;89249000;ITAPOA;SC;SUL;NORTE CATARINENSE;ATIVA
4,36349E+13;2021-09-23;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;39401172;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;ATIVA
2,94887E+13;2018-01-21;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;38413150;UBERLANDIA;MG;SUDESTE;TRIANGULO MINEIRO ALTO PARANAIBA;ATIVA
2,94985E+13;2018-01-22;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;79840460;DOURADOS;MS;CENTRO-OESTE;SUDOESTE DE MATO GROSSO DO SUL;ATIVA
